quality,acumulative
1,7.122507122507122e-05
2,0.00021367521367521368
3,0.00035612535612535614
4,0.00042735042735042735
5,0.0004985754985754986
6,0.0012108262108262108
7,0.0013532763532763533
8,0.0016381766381766381
9,0.0027065527065527066
10,0.002849002849002849
12,0.00405982905982906
15,0.0051994301994301995
16,0.005270655270655271
17,0.005413105413105413
18,0.007407407407407408
19,0.00754985754985755
21,0.009045584045584046
22,0.009188034188034188
23,0.009259259259259259
24,0.011396011396011397
25,0.01160968660968661
26,0.011823361823361824
27,0.01403133903133903
28,0.014173789173789173
29,0.014316239316239316
30,0.016595441595441594
31,0.017022792022792024
32,0.017094017094017096
33,0.01987179487179487
34,0.019943019943019943
35,0.0202991452991453
36,0.023504273504273504
37,0.023575498575498576
38,0.023717948717948717
39,0.027136752136752137
40,0.02727920227920228
41,0.027564102564102563
42,0.0306980056980057
43,0.03076923076923077
44,0.031125356125356125
45,0.03561253561253561
46,0.03575498575498576
47,0.036467236467236465
48,0.0400997150997151
49,0.04024216524216524
50,0.04066951566951567
51,0.045014245014245016
52,0.0452991452991453
53,0.045655270655270655
54,0.05014245014245014
55,0.05035612535612535
56,0.05064102564102564
57,0.05527065527065527
58,0.055484330484330484
59,0.05584045584045584
60,0.060612535612535615
61,0.060897435897435896
62,0.06168091168091168
63,0.06623931623931624
64,0.06638176638176638
65,0.06716524216524217
66,0.07236467236467237
67,0.0725071225071225
68,0.073005698005698
69,0.0784900284900285
70,0.07863247863247863
71,0.07941595441595442
72,0.08440170940170941
73,0.08461538461538462
74,0.08511396011396011
75,0.08896011396011395
76,0.08924501424501424
77,0.0900997150997151
78,0.09508547008547008
79,0.09537037037037037
80,0.09643874643874643
81,0.10135327635327636
82,0.101994301994302
83,0.10263532763532764
84,0.10776353276353276
85,0.10797720797720797
86,0.10918803418803419
87,0.11381766381766381
88,0.11403133903133904
89,0.11538461538461539
90,0.12072649572649573
91,0.12108262108262108
92,0.1222934472934473
93,0.12706552706552707
94,0.1274928774928775
95,0.1287037037037037
96,0.13333333333333333
97,0.1336894586894587
98,0.13447293447293449
99,1.0
