Samples,TotalDEL,TotalDUP,Overlapped gene,>1KB DEL,>5KB DEL,>10KB DEL,>100KB DEL,>1000KB DEL,>1KB DUP,>5KB DUP,>10KB DUP,>100KB DUP,>1000KB DUP
Y87646049,349,40,195,349,91,28,4,0,40,22,15,5,0
