quality,acumulative
1,0.002871500358937545
2,0.00574300071787509
3,0.007178750897343862
4,0.008614501076812634
5,0.014357501794687724
6,0.01722900215362527
7,0.021536252692031587
8,0.027279253409906678
9,0.035175879396984924
10,0.038765254845656856
11,0.0416367552045944
12,0.046661880832735106
13,0.05025125628140704
14,0.05384063173007897
15,0.061019382627422826
16,0.06389088298636038
17,0.0674802584350323
18,0.0732232591529074
19,0.07824838478104809
20,0.07896625987078248
21,0.08686288585786073
22,0.0882986360373295
23,0.09117013639626705
24,0.0990667623833453
25,0.10122038765254845
26,0.10552763819095477
27,0.11055276381909548
28,0.11270638908829864
29,0.12132089016511127
30,0.1249102656137832
31,0.12634601579325197
32,0.12778176597272076
33,0.13352476669059585
34,0.13711414213926776
35,0.14213926776740848
36,0.1464465183058148
37,0.14931801866475233
38,0.1507537688442211
39,0.15793251974156497
40,0.16008614501076812
41,0.16439339554917445
42,0.1730078966259871
43,0.17587939698492464
44,0.17875089734386218
45,0.18521177315147164
46,0.18664752333094042
47,0.18808327351040918
48,0.19454414931801867
49,0.19885139985642497
50,0.2024407753050969
51,0.2089016511127064
52,0.21105527638190955
53,0.21464465183058148
54,0.22038765254845658
55,0.22182340272792533
56,0.22397702799712849
57,0.22828427853553482
59,0.23115577889447236
60,0.2340272792534099
61,0.23618090452261306
62,0.2390524048815506
63,0.2440775305096913
64,0.24694903086862885
65,0.24766690595836324
66,0.25915290739411345
67,0.26274228284278534
68,0.2648959081119885
69,0.27207465900933236
70,0.27638190954773867
71,0.2799712849964106
72,0.28427853553481697
73,0.2857142857142857
74,0.28930366116295764
75,0.29576453697056715
76,0.30007178750897345
77,0.3050969131371141
78,0.31012203876525485
79,0.3108399138549892
80,0.31299353912419237
81,0.3165829145728643
82,0.3173007896625987
83,0.3180186647523331
84,0.3237616654702082
85,0.32591529073941133
86,0.3295046661880833
87,0.3338119167264896
88,0.33524766690595836
89,0.3381191672648959
90,0.34673366834170855
91,0.34816941852117733
92,0.3503230437903805
93,0.3546302943287868
94,0.35678391959798994
95,0.3589375448671931
96,0.36683417085427134
97,0.36898779612347454
98,0.3704235463029433
99,1.0
