quality,acumulative
0,0.0007199424046076314
1,0.003599712023038157
2,0.007199424046076314
3,0.010079193664506839
4,0.012958963282937365
5,0.01511879049676026
6,0.020158387329013677
7,0.024478041756659467
8,0.028077753779697623
9,0.03311735061195104
10,0.03455723542116631
11,0.038876889848812095
12,0.04535637149028078
13,0.04895608351331893
14,0.0503959683225342
15,0.05183585313174946
16,0.05399568034557235
17,0.05687544996400288
18,0.059755219582433405
19,0.06263498920086392
20,0.06695464362850972
21,0.0734341252699784
22,0.07631389488840892
23,0.07847372210223182
24,0.08351331893448524
25,0.08495320374370051
26,0.08567314614830814
27,0.0871130309575234
28,0.08855291576673865
29,0.09071274298056156
30,0.09719222462203024
31,0.10007199424046076
32,0.10223182145428365
33,0.10439164866810655
34,0.10655147588192944
36,0.1079913606911447
37,0.1101511879049676
38,0.11303095752339813
39,0.11591072714182865
40,0.11735061195104392
41,0.12023038156947444
42,0.12814974802015838
43,0.12958963282937366
44,0.1303095752339813
45,0.13390928725701945
46,0.1353491720662347
47,0.13606911447084233
48,0.14038876889848811
49,0.14398848092152627
50,0.14542836573074155
51,0.15046796256299497
52,0.15262778977681785
53,0.15550755939524838
54,0.15982721382289417
55,0.1605471562275018
56,0.1627069834413247
57,0.16702663786897048
58,0.1677465802735781
59,0.17134629229661627
60,0.17782577393808496
62,0.17926565874730022
63,0.18286537077033838
64,0.1857451403887689
65,0.18718502519798416
66,0.19078473722102232
67,0.19366450683945285
68,0.19654427645788336
69,0.19798416126709864
70,0.20014398848092152
71,0.2015838732901368
72,0.2059035277177826
73,0.2066234701223902
74,0.21022318214542837
75,0.21238300935925125
76,0.21526277897768178
77,0.2159827213822894
78,0.22318214542836573
79,0.22462203023758098
80,0.22750179985601152
81,0.2318214542836573
82,0.23326133909287258
83,0.2361411087113031
84,0.24046076313894887
85,0.24190064794816415
87,0.24838012958963282
88,0.2498200143988481
89,0.2526997840172786
90,0.257739380849532
91,0.2591792656587473
92,0.2606191504679626
93,0.2663786897048236
94,0.2685385169186465
95,0.26997840172786175
96,0.2757379409647228
97,0.2778977681785457
98,0.279337652987761
99,1.0
