Forward_count,insert_size
10145,619
10170,620
9960,621
9656,622
9657,623
9659,624
9410,625
9315,626
9224,627
9115,628
8806,629
8811,630
8403,631
8491,632
8285,633
8220,634
8284,635
8265,636
7949,637
7935,638
7820,639
7757,640
7715,641
7333,642
7397,643
7279,644
7242,645
7010,646
6910,647
6937,648
6831,649
6661,650
6628,651
6378,652
6363,653
6567,654
6271,655
6293,656
6031,657
6032,658
6068,659
6022,660
5771,661
5796,662
5698,663
5652,664
5415,665
5456,666
5426,667
5347,668
5381,669
5286,670
5109,671
5112,672
5040,673
5042,674
4910,675
4872,676
4864,677
4711,678
4760,679
4763,680
4630,681
4480,682
4390,683
4374,684
4352,685
4402,686
4307,687
4277,688
4345,689
4258,690
3897,691
4000,692
3903,693
4039,694
3718,695
3695,696
3750,697
3753,698
3572,699
3677,700
3609,701
3484,702
3521,703
3340,704
3489,705
3259,706
3355,707
3334,708
3379,709
3263,710
3204,711
3178,712
3144,713
3192,714
3081,715
3035,716
3084,717
3051,718
2952,719
2983,720
2812,721
2771,722
2827,723
2866,724
2800,725
2774,726
2731,727
2846,728
2613,729
2741,730
2667,731
2515,732
2476,733
2601,734
2665,735
2529,736
2435,737
2512,738
2474,739
2482,740
2401,741
2392,742
2341,743
2332,744
2262,745
2280,746
2371,747
2206,748
2272,749
2215,750
2191,751
2188,752
2155,753
2162,754
2162,755
2163,756
2032,757
2075,758
2100,759
1989,760
2019,761
1996,762
2088,763
1972,764
1960,765
1878,766
1919,767
1872,768
1876,769
1848,770
1922,771
1856,772
1770,773
1882,774
1830,775
1727,776
1821,777
1758,778
1817,779
1743,780
1770,781
1722,782
1711,783
1687,784
1721,785
1674,786
1681,787
1612,788
1625,789
1610,790
1646,791
1596,792
1611,793
1613,794
1532,795
1596,796
1583,797
1616,798
1537,799
1524,800
1548,801
1539,802
1449,803
1513,804
1515,805
1433,806
1458,807
1475,808
1437,809
1448,810
1535,811
1504,812
1400,813
1433,814
1439,815
1343,816
1448,817
1359,818
1410,819
1321,820
1380,821
1345,822
1307,823
1309,824
1284,825
1327,826
1325,827
1274,828
1362,829
1366,830
1265,831
1286,832
1229,833
1274,834
1272,835
1290,836
1279,837
1255,838
1266,839
1342,840
1225,841
1160,842
1192,843
1160,844
1143,845
1143,846
1222,847
1109,848
1153,849
1135,850
1101,851
1116,852
1104,853
1096,854
1161,855
1092,856
1032,857
1041,858
1048,859
982,860
1003,861
1062,862
1015,863
1003,864
970,865
949,866
991,867
966,868
1018,869
977,870
985,871
903,872
877,873
902,874
985,875
891,876
883,877
807,878
824,879
837,880
905,881
831,882
806,883
763,884
787,885
874,886
783,887
802,888
799,889
784,890
720,891
769,892
779,893
776,894
765,895
722,896
756,897
715,898
713,899
759,900
711,901
727,902
730,903
707,904
740,905
680,906
703,907
714,908
687,909
716,910
706,911
711,912
669,913
727,914
661,915
664,916
701,917
633,918
697,919
638,920
656,921
640,922
614,923
632,924
589,925
663,926
600,927
615,928
647,929
629,930
610,931
623,932
655,933
635,934
603,935
626,936
582,937
569,938
563,939
611,940
556,941
558,942
542,943
545,944
566,945
564,946
552,947
520,948
536,949
586,950
565,951
574,952
574,953
549,954
539,955
544,956
561,957
526,958
536,959
546,960
469,961
505,962
486,963
465,964
499,965
532,966
459,967
492,968
492,969
464,970
453,971
497,972
482,973
486,974
500,975
444,976
465,977
494,978
522,979
470,980
438,981
478,982
441,983
424,984
494,985
494,986
458,987
444,988
452,989
450,990
424,991
461,992
439,993
461,994
459,995
465,996
429,997
384,998
438,999
423,1000
405,1001
428,1002
388,1003
397,1004
373,1005
396,1006
395,1007
403,1008
388,1009
384,1010
378,1011
395,1012
395,1013
396,1014
357,1015
390,1016
383,1017
363,1018
372,1019
366,1020
377,1021
348,1022
372,1023
364,1024
336,1025
356,1026
318,1027
347,1028
357,1029
342,1030
370,1031
354,1032
357,1033
332,1034
322,1035
373,1036
362,1037
324,1038
304,1039
339,1040
335,1041
321,1042
322,1043
328,1044
324,1045
328,1046
315,1047
313,1048
318,1049
280,1050
309,1051
321,1052
322,1053
299,1054
306,1055
323,1056
