quality,acumulative
2,0.0001424805870200185
3,0.00021372088053002778
4,0.000284961174040037
6,0.0007124029351000926
8,0.0007836432286101019
9,0.0009261238156301204
10,0.0009973641091401296
11,0.0010686044026501388
12,0.0014960461637101945
13,0.0015672864572202037
14,0.001638526750730213
15,0.002422169979340315
17,0.0026358908598703426
18,0.0033482937949704354
19,0.003490774381990454
20,0.003562014675500463
21,0.004274417610600555
23,0.004345657904110565
24,0.004915580252190639
25,0.004986820545700648
26,0.005200541426230676
27,0.006197905535370806
28,0.006340386122390824
29,0.00676782788345088
30,0.007551471112060982
33,0.008477594927691103
35,0.00854883522120111
36,0.010258602265441334
38,0.010401082852461352
39,0.011825888722661538
40,0.011897129016171546
41,0.012039609603191566
42,0.013963097527961816
43,0.014105578114981834
44,0.014390539289021871
45,0.015815345159222057
48,0.017168910735912233
50,0.01731139132293225
51,0.019163638954192493
52,0.01930611954121251
53,0.019662321008762557
54,0.02201325069459286
55,0.02222697157512289
56,0.022369452162142908
57,0.024720381847973212
59,0.02507658331552326
60,0.027712474175393603
61,0.02778371446890361
62,0.028211156229963667
63,0.030277124741753935
64,0.030419605328773955
65,0.030633326209303983
66,0.03262805442758424
67,0.03284177530811427
68,0.033197976775664315
69,0.03633254969010472
70,0.03640378998361473
71,0.036902472038184794
72,0.04053572700719527
73,0.040820688181235305
74,0.04146185082282539
75,0.044810144617795825
76,0.045023865498325856
77,0.0453800669658759
78,0.04808719811925625
80,0.048514639880316304
81,0.05136425162071668
82,0.05143549191422669
83,0.05200541426230676
84,0.05492626629621714
85,0.055211227470257175
86,0.05599487069886728
87,0.0599843271354278
88,0.06026928830946784
89,0.06083921065754791
90,0.06511362826814847
91,0.06525610885516848
92,0.06589727149675857
93,0.06981548763980908
94,0.0700292085203391
95,0.07059913086841918
96,0.07437486642444967
97,0.07451734701146968
98,0.07530099024007979
99,1.0
