quality,acumulative
1,0.0001433794537242813
2,0.00021506918058642195
4,0.0005018280880349846
6,0.0007885869954835472
7,0.0008602767223456878
9,0.0009319664492078285
11,0.0011470356297942504
12,0.0015054842641049537
13,0.001648863717829235
15,0.0022223815327263603
17,0.002365760986450642
18,0.0030109685282099074
19,0.003154347981934189
20,0.00329772743565847
21,0.004301383611728439
22,0.00437307333859058
23,0.0044447630654527205
24,0.005591798695246971
25,0.0057351781489712525
26,0.006093626783281955
27,0.007455731593662628
28,0.0075274213205247685
29,0.0076708007742490505
30,0.009463043945802567
31,0.009534733672664707
32,0.009606423399526848
33,0.011183597390493943
34,0.011255287117356082
35,0.011326976844218224
36,0.013262599469496022
37,0.013405978923220303
39,0.015628360455946663
40,0.015700050182808803
41,0.01605849881711951
42,0.01863932898415657
43,0.018711018711018712
44,0.018926087891605135
45,0.021435228331780055
46,0.021650297512366478
47,0.02200874614667718
48,0.024446196859989965
49,0.024517886586852104
50,0.024589576313714244
51,0.02731378593447559
52,0.02745716538819987
53,0.028102372929959138
54,0.030683203096996202
55,0.03089827227758262
56,0.031400100365617606
57,0.03476951752813822
58,0.03498458670872464
59,0.035414725069897485
60,0.0395010395010395
61,0.03993117786221235
62,0.04028962649652305
63,0.0437307333859058
65,0.0440891820202165
66,0.04925084235429063
67,0.049465911534877054
68,0.05003942934977418
69,0.05355222596601907
70,0.05376729514660549
71,0.05398236432719191
72,0.057566850670298944
73,0.057638540397161084
74,0.05871388630009319
75,0.06186823428202739
76,0.06201161373575167
77,0.06258513155064879
78,0.06731665352355007
79,0.06738834325041222
80,0.06810524051903362
81,0.07154634740841638
82,0.0721198652233135
83,0.07283676249193491
84,0.07649293856190408
85,0.0767080077424905
86,0.0774249050111119
87,0.08172628862284034
88,0.0821564269840132
89,0.083590221521256
90,0.08774822567926016
91,0.08810667431357086
92,0.08911033048964083
93,0.09369847300881784
94,0.09412861136999068
95,0.09491719836547423
96,0.09914689225034053
97,0.09957703061151336
98,0.10036561760699692
99,1.0
