quality,acumulative
3,0.0013673983447283196
5,0.0014393666786613889
6,0.0023749550197912916
8,0.002446923353724361
9,0.003670385030586542
10,0.0037423533645196115
12,0.004030226700251889
13,0.004102195034184959
14,0.004174163368118028
15,0.004821878373515653
17,0.004893846707448722
18,0.0055415617128463475
21,0.006189276718243973
23,0.006261245052177042
24,0.006765023389708528
26,0.006836991723641598
27,0.007340770061173084
30,0.008852105073767541
31,0.008996041741633681
32,0.00921194674343289
33,0.010867218423893488
34,0.010939186757826557
35,0.011083123425692695
36,0.012090680100755667
37,0.012234616768621807
39,0.012810363440086361
40,0.012882331774019432
41,0.013314141777617848
42,0.01432169845268082
43,0.014465635120546959
44,0.014753508456279237
45,0.015905001799208347
46,0.015976970133141418
47,0.01604893846707449
48,0.017200431810003598
49,0.017560273479668945
50,0.017704210147535083
51,0.01935948182799568
53,0.019791291831594098
54,0.021518531845987766
55,0.021734436847786975
56,0.02195034184958618
57,0.024325296869377473
58,0.024469233537243614
59,0.02454120187117668
60,0.02648434688736956
62,0.026916156890967973
63,0.029147175242893127
64,0.029219143576826197
65,0.029507016912558474
66,0.03188197193234977
67,0.031953940266282836
68,0.03252968693774739
69,0.034976610291471755
70,0.03504857862540482
71,0.03526448362720403
72,0.037999280316660666
73,0.03807124865059374
74,0.038790931989924435
75,0.04152572867938107
76,0.04166966534724721
77,0.04188557034904642
78,0.04562792371356603
79,0.04577186038143217
80,0.04649154372076286
81,0.050017992083483266
82,0.050233897085282475
83,0.05109751709247931
84,0.054048218783735155
85,0.05433609211946743
86,0.05498380712486506
87,0.05894206549118388
88,0.05901403382511695
89,0.06009355883411299
90,0.06362000719683339
91,0.06390788053256567
92,0.06455559553796329
93,0.06872975890608132
94,0.06887369557394746
95,0.07016912558474271
96,0.07383951061532926
97,0.07419935228499461
98,0.07506297229219143
99,1.0
