depth,acumulative
1,7.184424168402903e-05
2,0.00035922120842014514
3,0.0018679502837847548
4,0.002514548458941016
5,0.004166966017673683
6,0.006537825993246641
7,0.009267907177239744
8,0.012931963503125225
9,0.01695524103743085
10,0.02270278037215317
11,0.02730081183993103
12,0.03455708025001796
13,0.041741504418420866
14,0.049141461311875856
15,0.05711617213880307
16,0.06487535024067821
17,0.0745024786263381
18,0.08398591852862992
19,0.09634312809828292
20,0.10632947769236295
21,0.11638767152812703
22,0.13003807744809254
23,0.14246713125942956
24,0.15403405417055824
25,0.16574466556505496
26,0.17810187513470796
27,0.19045908470436096
28,0.20382211365759034
29,0.2151016596019829
30,0.2289675982470005
31,0.24197140599180975
32,0.25432861556146275
33,0.2678353329980602
34,0.2801925425677132
35,0.2935555715209426
36,0.3057690926072275
37,0.3184136791436166
38,0.3287592499461168
39,0.3402543286155615
40,0.35031252245132555
41,0.36130469142898197
42,0.3722968604066384
43,0.38156476758387814
44,0.39219771535311443
45,0.40290250736403477
46,0.41252963574969465
47,0.4215820102018823
48,0.4304906961707019
49,0.43954307062288955
50,0.44967310870033766
51,0.45951576981104963
52,0.4682807672965012
53,0.47632732236511244
54,0.4843020331920397
55,0.49371362885264747
56,0.5015446511962066
57,0.509950427473238
58,0.5180688267835333
59,0.5255406279186723
60,0.5340900926790718
61,0.541921115022631
62,0.5496802931245061
63,0.5572239385013291
64,0.564408362669732
65,0.5728859831884474
66,0.5803577843235864
67,0.5871111430418852
68,0.593936346001868
69,0.6009052374452187
70,0.6073712191967814
71,0.6151303972986565
72,0.6210934693584309
73,0.6274876068683095
74,0.6348157195200804
75,0.6406351030964869
76,0.646238953947841
77,0.6525612472160356
78,0.6578058768589697
79,0.6629068180185358
80,0.6687980458366262
81,0.6733960773044041
82,0.6786407069473381
83,0.6845319347654285
84,0.6907823837919391
85,0.6953804152597169
86,0.7001221352108629
87,0.7056541418205331
88,0.7106832387384151
89,0.7149938932394568
90,0.7192327034988145
91,0.7233278252748042
92,0.7275666355341619
93,0.7324520439686759
94,0.7364753215029816
95,0.7402830663122351
96,0.7453840074718011
97,0.7504131043896831
98,0.754939291615777
99,0.7590344133917667
100,0.7631295351677563
101,0.7670091242186938
102,0.7710324017529995
103,0.7739061714203607
104,0.77728285077951
105,0.7806595301386594
106,0.7848983403980171
107,0.7880594870321144
108,0.7912924779078957
109,0.7953875996838853
110,0.7991953444931389
111,0.8030030893023924
112,0.8065953013865939
113,0.8099001365040592
114,0.8139234140383649
115,0.81686902794741
116,0.8198146418564553
117,0.8239816078741289
118,0.8275019757166463
119,0.8303039011423234
120,0.8338961132265249
121,0.83684172713557
122,0.8398591852862993
123,0.8427329549536605
124,0.8453911918959696
125,0.8482649615633306
126,0.851354263955744
127,0.8547309433148933
128,0.8571736475321503
129,0.8596163517494073
130,0.8619153674832962
131,0.8644299159422373
132,0.8670163086428623
133,0.8694590128601193
134,0.8716143401106401
135,0.8739133558445291
136,0.8769308139952583
137,0.8786550757956749
138,0.8810977800129319
139,0.8827501975716646
140,0.8850492133055535
141,0.8872045405560745
142,0.8896472447733315
143,0.8921617932322724
144,0.8945326532078454
145,0.8964724477333141
146,0.898484086500467
147,0.8999928155758316
148,0.9016452331345642
149,0.9032258064516129
150,0.9045190028019254
151,0.9063869530857102
152,0.9086141245779151
153,0.9099791651699116
154,0.9117034269703284
155,0.913499533012429
156,0.9145771966376894
157,0.9163014584381062
158,0.918097564480207
159,0.9197499820389395
160,0.9211868668726202
161,0.9223363747395646
162,0.9237014153315611
163,0.9249946116818737
164,0.9265033407572383
165,0.9276528486241827
166,0.9298081758747037
167,0.9311732164667001
168,0.9328974782671169
169,0.9337596091673253
170,0.9353401824843739
171,0.9367770673180544
172,0.9382139521517351
173,0.9394353042603635
174,0.940512967885624
175,0.9415906315108844
176,0.9422372296860406
177,0.9432430490696171
178,0.9439614914864574
179,0.9449673108700337
180,0.9460449744952942
181,0.9469789496371865
182,0.9476973920540269
183,0.9486313671959192
184,0.9493498096127595
185,0.9500682520295999
186,0.9511459156548603
187,0.9517925138300165
188,0.9525828004885408
189,0.9533012429053811
190,0.9540915295639054
191,0.9549536604641138
192,0.955456570155902
193,0.9563187010561104
194,0.9573963646813708
195,0.9583303398232632
196,0.9592643149651555
197,0.9601264458653639
198,0.9610604210072563
199,0.9618507076657806
200,0.9624254615992528
201,0.9630002155327251
202,0.9633594367411452
203,0.9646526330914578
204,0.965371075508298
205,0.9662332064085064
206,0.9670234930670307
207,0.9674545585171348
208,0.9681730009339752
209,0.9688914433508155
210,0.9692506645592356
211,0.9698972627343918
212,0.9705438609095481
213,0.9711186148430203
214,0.9715496802931245
215,0.9720525899849127
216,0.972771032401753
217,0.9731302536101731
218,0.9734894748185933
219,0.9742079172354335
220,0.9747108269272218
221,0.9752855808606941
222,0.9760040232775343
223,0.9764350887276385
224,0.9769379984194266
225,0.9780156620446872
226,0.9786622602198434
227,0.9793088583949996
228,0.9795962353617358
229,0.980170989295208
230,0.9806020547453121
231,0.9808894317120482
232,0.9814641856455205
233,0.9818952510956247
234,0.9823981607874129
235,0.9829010704792011
236,0.9832602916876212
237,0.9836195128960414
238,0.9838350456210935
239,0.9843379553128817
240,0.9849127092463539
241,0.9852000862130901
242,0.9853437746964581
243,0.9856311516631941
244,0.9860622171132983
245,0.9863495940800345
246,0.9867088152884547
247,0.9869243480135067
248,0.9870680364968748
249,0.9872117249802428
250,0.9874272577052949
251,0.987714634672031
252,0.9880020116387671
253,0.9884330770888713
254,0.9885767655722394
255,0.9886486098139234
