quality,acumulative
1,7.207726683004181e-05
3,0.00036038633415020905
5,0.0007207726683004181
6,0.002306472538561338
7,0.0024506270722214215
8,0.0025227043390514633
9,0.0030993224736917974
10,0.0031713997405218393
11,0.003315554274181923
12,0.003964249675652299
14,0.004036326942482341
15,0.004324636009802508
16,0.00439671327663255
17,0.004540867810292634
18,0.005549949545913219
19,0.005838258613233386
20,0.005910335880063428
21,0.007279803949834222
24,0.009081735620585268
25,0.009153812887415309
27,0.010667435490846188
28,0.010739512757676229
29,0.010883667291336312
30,0.012901830762577483
31,0.013045985296237567
32,0.013262217096727692
33,0.01564076690211907
34,0.015712844168949112
35,0.015784921435779156
36,0.017658930373360242
37,0.017731007640190283
38,0.01794723944068041
39,0.020542021046561915
40,0.020614098313391956
41,0.020830330113882082
42,0.024001729854403922
43,0.024073807121233963
44,0.02436211618855413
45,0.027389361395415885
46,0.02753351592907597
48,0.030921147470087933
50,0.03149776560472827
51,0.034452933544759985
53,0.03474124261208015
54,0.038056796886262075
55,0.038200951419922156
56,0.03870549228773245
57,0.04281389649704483
58,0.042885973763874874
59,0.04367882369900533
60,0.04728268704050742
62,0.04749891884099755
63,0.050526164047859305
64,0.05074239584834943
65,0.05124693671615972
66,0.054418336456681565
67,0.05477872279083177
68,0.05521118639181202
69,0.059031281533804235
70,0.059175436067464324
71,0.05996828600259478
72,0.06486954014703762
73,0.06508577194752775
74,0.06573446734899813
75,0.06977079429148046
76,0.07005910335880064
77,0.07063572149344097
78,0.07553697563788381
79,0.07611359377252415
80,0.0765460573735044
81,0.08058238431598674
82,0.08087069338330691
83,0.08173562058526741
84,0.08627648839556004
85,0.08649272019605017
86,0.08735764739801066
87,0.09096151073951275
88,0.09132189707366296
89,0.09283551967709384
90,0.09752054202104656
91,0.09788092835519677
92,0.09910624189130748
93,0.10299841430012974
94,0.10335880063427995
95,0.10407957330258037
96,0.10890875018019316
97,0.1091249819806833
98,0.11006198644947383
99,1.0
