quality,acumulative
0,0.0014084507042253522
1,0.004225352112676056
2,0.006338028169014085
3,0.007746478873239437
4,0.011267605633802818
5,0.01267605633802817
6,0.014084507042253521
7,0.014788732394366197
8,0.018309859154929577
9,0.02112676056338028
10,0.021830985915492956
11,0.022535211267605635
12,0.02676056338028169
13,0.03028169014084507
14,0.035211267605633804
15,0.04014084507042254
16,0.04295774647887324
17,0.04788732394366197
18,0.054225352112676053
19,0.054929577464788736
20,0.05704225352112676
21,0.059154929577464786
22,0.06408450704225352
23,0.06690140845070422
24,0.06901408450704226
25,0.07394366197183098
26,0.07535211267605633
27,0.07887323943661972
28,0.08098591549295775
29,0.0823943661971831
30,0.08591549295774648
31,0.08873239436619719
32,0.09014084507042254
33,0.09929577464788733
34,0.1028169014084507
35,0.10492957746478873
36,0.10704225352112676
37,0.10915492957746478
38,0.11056338028169015
39,0.1147887323943662
40,0.11619718309859155
41,0.11690140845070422
42,0.12112676056338029
43,0.12253521126760564
44,0.12464788732394366
45,0.13098591549295774
46,0.13380281690140844
47,0.13661971830985917
48,0.1387323943661972
49,0.14014084507042254
51,0.14577464788732394
52,0.14929577464788732
53,0.15211267605633802
54,0.1556338028169014
55,0.1591549295774648
56,0.16267605633802817
57,0.16690140845070423
58,0.17394366197183098
59,0.17676056338028168
60,0.18450704225352113
61,0.1852112676056338
62,0.18873239436619718
63,0.1936619718309859
64,0.19436619718309858
65,0.19507042253521126
66,0.2007042253521127
67,0.2035211267605634
68,0.2056338028169014
69,0.2084507042253521
70,0.2119718309859155
71,0.21267605633802816
72,0.2176056338028169
74,0.21901408450704227
75,0.22183098591549297
76,0.223943661971831
77,0.22535211267605634
78,0.22887323943661972
79,0.2295774647887324
80,0.23380281690140844
81,0.23943661971830985
82,0.24225352112676057
83,0.24366197183098592
84,0.2471830985915493
85,0.24929577464788732
87,0.2549295774647887
88,0.2577464788732394
89,0.25985915492957745
90,0.2647887323943662
92,0.2676056338028169
93,0.27323943661971833
94,0.2746478873239437
95,0.27816901408450706
96,0.28169014084507044
97,0.2830985915492958
98,0.2887323943661972
99,1.0
