Insertion,count
1,488
2,208
3,47
4,51
5,28
6,13
7,16
8,8
9,8
10,4
11,4
12,4
13,1
14,3
15,4
18,3
19,5
20,1
21,1
22,1
23,1
25,1
29,1
30,1
34,1
36,1
37,1
39,1
43,1
53,1
55,1
62,1
87,1
16,1
17,1
24,3
28,1
38,1
59,1
35,1
41,1
50,1
73,1
88,1
144,1
31,1
42,1
66,1
27,1
60,1
33,1
54,1
32,1
61,2
