depth,acumulative
2,0.00299625468164794
3,0.008988764044943821
4,0.015730337078651686
5,0.026217228464419477
6,0.04044943820224719
7,0.050187265917602995
8,0.06591760299625468
9,0.07640449438202247
10,0.0951310861423221
11,0.12209737827715356
12,0.1393258426966292
13,0.16329588014981272
14,0.18651685393258427
15,0.20224719101123595
16,0.2299625468164794
17,0.2531835205992509
18,0.27265917602996254
19,0.29812734082397
20,0.3161048689138577
21,0.33782771535580525
22,0.35655430711610486
23,0.3782771535580524
24,0.41123595505617977
25,0.4299625468164794
26,0.44569288389513106
27,0.46217228464419474
28,0.48764044943820223
29,0.5056179775280899
30,0.5228464419475656
31,0.5385767790262173
32,0.5528089887640449
33,0.5692883895131086
34,0.5872659176029963
35,0.5955056179775281
36,0.6074906367041198
37,0.6149812734082397
38,0.6254681647940075
39,0.647191011235955
40,0.6599250936329588
41,0.6711610486891386
42,0.6771535580524345
43,0.6876404494382022
44,0.6928838951310862
45,0.698876404494382
46,0.7086142322097378
47,0.7168539325842697
48,0.7205992509363296
49,0.7288389513108614
50,0.7378277153558053
51,0.7423220973782771
52,0.748314606741573
53,0.752059925093633
54,0.7625468164794007
55,0.7707865168539326
56,0.7782771535580524
57,0.7820224719101123
58,0.7865168539325843
59,0.7940074906367042
60,0.8
61,0.8052434456928839
62,0.8127340823970037
63,0.8157303370786517
64,0.8202247191011236
65,0.8224719101123595
66,0.8269662921348314
67,0.8322097378277153
68,0.8374531835205993
69,0.8426966292134831
70,0.8449438202247191
71,0.846441947565543
72,0.850187265917603
73,0.8554307116104869
74,0.8576779026217228
75,0.8599250936329588
76,0.8644194756554308
77,0.8689138576779026
78,0.8749063670411985
79,0.8779026217228464
80,0.8801498127340824
81,0.8861423220973783
82,0.8921348314606742
83,0.8943820224719101
84,0.89812734082397
85,0.900374531835206
86,0.90187265917603
87,0.9048689138576779
88,0.9063670411985019
89,0.9086142322097378
90,0.9101123595505618
91,0.9116104868913858
92,0.9131086142322098
93,0.9161048689138577
94,0.9176029962546817
95,0.9198501872659176
96,0.9220973782771535
97,0.9258426966292135
98,0.9288389513108615
99,0.9303370786516854
100,0.9310861423220974
101,0.9325842696629213
102,0.9340823970037453
103,0.9348314606741573
104,0.9363295880149812
105,0.9378277153558052
106,0.9393258426966292
108,0.9408239700374532
109,0.9423220973782771
110,0.9430711610486892
111,0.9438202247191011
112,0.9453183520599251
113,0.946067415730337
114,0.947565543071161
117,0.949063670411985
118,0.950561797752809
120,0.952808988764045
122,0.9550561797752809
123,0.9573033707865168
124,0.9580524344569289
125,0.9588014981273408
126,0.9602996254681648
127,0.9610486891385768
128,0.9617977528089887
129,0.9640449438202248
130,0.9647940074906367
132,0.9662921348314607
133,0.9670411985018726
134,0.9677902621722847
138,0.9685393258426966
139,0.9692883895131086
142,0.9700374531835206
143,0.9715355805243445
146,0.9722846441947566
147,0.9730337078651685
149,0.9745318352059925
150,0.9752808988764045
151,0.9767790262172285
152,0.9775280898876404
158,0.9790262172284644
160,0.9797752808988764
161,0.9820224719101124
162,0.9835205992509364
163,0.9850187265917603
166,0.9857677902621723
169,0.9865168539325843
176,0.9872659176029962
178,0.9880149812734083
179,0.9887640449438202
184,0.9895131086142323
188,0.9902621722846442
191,0.9910112359550561
199,0.9917602996254682
200,0.9925093632958801
202,0.9932584269662922
206,0.9940074906367041
215,0.9947565543071161
222,0.9955056179775281
229,0.9962546816479401
235,0.997003745318352
236,0.9977528089887641
247,0.998501872659176
251,0.9992509363295881
304,1.0
