quality,acumulative
0,0.000749063670411985
1,0.00299625468164794
2,0.0044943820224719105
3,0.00749063670411985
4,0.009737827715355805
5,0.012734082397003745
6,0.017228464419475654
7,0.021722846441947566
8,0.02546816479400749
9,0.030711610486891385
10,0.03445692883895131
11,0.04119850187265917
12,0.04868913857677903
13,0.05543071161048689
14,0.0599250936329588
15,0.06367041198501873
16,0.06741573033707865
17,0.07116104868913857
18,0.08314606741573034
19,0.08464419475655431
20,0.08838951310861423
21,0.09288389513108614
22,0.0951310861423221
23,0.09662921348314607
24,0.10037453183520599
25,0.10337078651685393
26,0.10561797752808989
27,0.11086142322097378
28,0.11385767790262172
29,0.11835205992509364
30,0.12808988764044943
31,0.13333333333333333
32,0.13857677902621723
33,0.14681647940074907
34,0.15056179775280898
35,0.15205992509363295
36,0.15880149812734082
37,0.16179775280898875
38,0.16329588014981272
39,0.1700374531835206
40,0.17378277153558053
41,0.17677902621722846
42,0.18277153558052434
43,0.1850187265917603
44,0.18651685393258427
45,0.1940074906367041
46,0.19700374531835205
47,0.19775280898876405
48,0.20973782771535582
49,0.21273408239700375
50,0.2149812734082397
51,0.21797752808988763
52,0.22247191011235956
53,0.2254681647940075
54,0.23745318352059924
55,0.24194756554307117
56,0.24644194756554308
57,0.251685393258427
58,0.2531835205992509
59,0.25692883895131086
60,0.2614232209737828
61,0.2644194756554307
62,0.26666666666666666
63,0.27340823970037453
64,0.27565543071161047
65,0.2801498127340824
66,0.2876404494382023
67,0.2891385767790262
68,0.2898876404494382
69,0.30112359550561796
70,0.30711610486891383
71,0.3093632958801498
72,0.31760299625468164
73,0.31910112359550563
74,0.32059925093632957
75,0.32883895131086144
76,0.3310861423220974
77,0.3325842696629214
78,0.3393258426966292
79,0.3423220973782772
80,0.3453183520599251
81,0.35280898876404493
82,0.3535580524344569
83,0.3550561797752809
84,0.36479400749063673
85,0.36779026217228467
86,0.37153558052434454
87,0.3805243445692884
88,0.38277153558052435
89,0.3842696629213483
90,0.3887640449438202
92,0.39250936329588015
93,0.398501872659176
95,0.4
96,0.40299625468164796
97,0.4067415730337079
98,0.40823970037453183
99,1.0
