quality,acumulative
1,0.0035714285714285713
2,0.005714285714285714
3,0.010714285714285714
4,0.014285714285714285
5,0.017142857142857144
6,0.02214285714285714
7,0.023571428571428573
8,0.027857142857142858
9,0.03214285714285714
10,0.035
11,0.03857142857142857
12,0.04071428571428572
13,0.04357142857142857
14,0.04428571428571428
15,0.05142857142857143
16,0.052142857142857144
17,0.05714285714285714
18,0.05785714285714286
19,0.06142857142857143
20,0.065
21,0.06928571428571428
22,0.07071428571428572
23,0.07214285714285715
24,0.07928571428571428
25,0.08142857142857143
26,0.08285714285714285
27,0.08857142857142856
28,0.09
29,0.09285714285714286
30,0.09714285714285714
32,0.09857142857142857
33,0.10071428571428571
34,0.10142857142857142
35,0.10642857142857143
36,0.11214285714285714
37,0.11357142857142857
38,0.11714285714285715
39,0.12285714285714286
40,0.12857142857142856
41,0.13071428571428573
42,0.13285714285714287
43,0.13428571428571429
44,0.14
45,0.14357142857142857
46,0.1442857142857143
47,0.14714285714285713
48,0.15
49,0.15214285714285714
50,0.15428571428571428
51,0.15714285714285714
52,0.15857142857142856
53,0.16428571428571428
54,0.1692857142857143
55,0.17
57,0.17285714285714285
58,0.17357142857142857
59,0.1757142857142857
60,0.18357142857142858
61,0.18785714285714286
62,0.19142857142857142
63,0.19857142857142857
64,0.2
65,0.20285714285714285
66,0.2057142857142857
67,0.20785714285714285
68,0.21071428571428572
69,0.21928571428571428
71,0.22071428571428572
72,0.2257142857142857
73,0.22714285714285715
74,0.23357142857142857
75,0.2357142857142857
76,0.23714285714285716
77,0.23857142857142857
78,0.24428571428571427
79,0.24642857142857144
80,0.24714285714285714
81,0.25357142857142856
82,0.2557142857142857
83,0.2592857142857143
84,0.26785714285714285
85,0.27071428571428574
86,0.27285714285714285
87,0.28214285714285714
88,0.285
89,0.2885714285714286
90,0.29285714285714287
91,0.2957142857142857
92,0.2985714285714286
93,0.30357142857142855
94,0.30642857142857144
95,0.3078571428571429
96,0.31357142857142856
97,0.3142857142857143
98,0.315
99,1.0
